answer_by,ques,views,vote,weblink
Gonçalo Peres,How to close IPython Notebook properly?,"Viewed 232,733 times",144,https://stackoverflow.com/questions/10162707/how-to-close-ipython-notebook-properly
Trilarion,Calling Java from Python,"Viewed 214,548 times",144,https://stackoverflow.com/questions/3652554/calling-java-from-python
Guillaume Chevalier,What is exactly sklearn.pipeline.Pipeline?,"Viewed 96,871 times",144,https://stackoverflow.com/questions/33091376/what-is-exactly-sklearn-pipeline-pipeline
Cleb,Python pandas insert list into a cell,"Viewed 194,596 times",144,https://stackoverflow.com/questions/26483254/python-pandas-insert-list-into-a-cell
Nathan Fellman,Pythonic way of checking if a condition holds for any element of a list,"Viewed 137,817 times",144,https://stackoverflow.com/questions/1342601/pythonic-way-of-checking-if-a-condition-holds-for-any-element-of-a-list
Bryan Oakley,How to get the input from the Tkinter Text Widget?,"Viewed 303,807 times",142,https://stackoverflow.com/questions/14824163/how-to-get-the-input-from-the-tkinter-text-widget
Peter Mortensen,What is a None value?,"Viewed 209,447 times",142,https://stackoverflow.com/questions/19473185/what-is-a-none-value
Vadim Kotov,Is there any way to show the dependency trees for pip packages?,"Viewed 68,231 times",142,https://stackoverflow.com/questions/17194301/is-there-any-way-to-show-the-dependency-trees-for-pip-packages
Ciro Santilli Путлер Капут 六四事,How to programmatically generate markdown output in Jupyter notebooks?,"Viewed 79,735 times",142,https://stackoverflow.com/questions/36288670/how-to-programmatically-generate-markdown-output-in-jupyter-notebooks
Peter Mortensen,How do I compile a Visual Studio project from the command-line?,"Viewed 208,065 times",142,https://stackoverflow.com/questions/498106/how-do-i-compile-a-visual-studio-project-from-the-command-line
jpp,"Strings in a DataFrame, but dtype is object","Viewed 87,936 times",142,https://stackoverflow.com/questions/21018654/strings-in-a-dataframe-but-dtype-is-object
FlipperPA,Accessing MP3 metadata with Python [closed],"Viewed 142,393 times",142,https://stackoverflow.com/questions/8948/accessing-mp3-metadata-with-python
Burton Guster,Iterating Over Dictionary Key Values Corresponding to List in Python,"Viewed 260,633 times",142,https://stackoverflow.com/questions/7409078/iterating-over-dictionary-key-values-corresponding-to-list-in-python
thebjorn,How should I read a file line-by-line in Python?,"Viewed 358,329 times",142,https://stackoverflow.com/questions/11555468/how-should-i-read-a-file-line-by-line-in-python
daaawx,Can a dictionary be passed to django models on create?,"Viewed 74,833 times",142,https://stackoverflow.com/questions/1571570/can-a-dictionary-be-passed-to-django-models-on-create
doug,how does multiplication differ for NumPy Matrix vs Array classes?,"Viewed 246,168 times",142,https://stackoverflow.com/questions/3890621/how-does-multiplication-differ-for-numpy-matrix-vs-array-classes
martineau,Replace and overwrite instead of appending,"Viewed 399,042 times",142,https://stackoverflow.com/questions/11469228/replace-and-overwrite-instead-of-appending
Federico Baù,Is there a JavaScript equivalent of the Python pass statement that does nothing?,"Viewed 110,067 times",142,https://stackoverflow.com/questions/33383840/is-there-a-javascript-equivalent-of-the-python-pass-statement-that-does-nothing
